"pid","gFx_mean_0","gFx_mean_1","gFx_mean_2","gFy_mean_0","gFy_mean_1","gFy_mean_2","gFz_mean_0","gFz_mean_1","gFz_mean_2","wx_mean_0","wx_mean_1","wx_mean_2","wy_mean_0","wy_mean_1","wy_mean_2","wz_mean_0","wz_mean_1","wz_mean_2","group","label"
1,0.0480697530864198,0.048743125,0.048743125,0.979653703703704,0.979780625,0.979780625,0.0293271604938272,0.0291725,0.0291725,0.18387037037037,0.1776,0.1776,0.229372839506173,0.23420625,0.23420625,-0.0404358024691358,-0.04066875,-0.04066875,"G1","L1"
2,0.0489904761904762,-0.100972093023256,0.122320930232558,1.10456666666667,0.754297674418605,1.24617906976744,0.100495238095238,-0.0552255813953488,0.143806976744186,0.30097619047619,0.13596511627907,-0.340639534883721,-0.253109523809524,0.660374418604651,0.559258139534884,-0.0454904761904762,-0.189079069767442,-0.0202883720930233,"G1","L2"
