"pid","gFx_mean_0","gFx_mean_1","gFx_mean_2","gFy_mean_0","gFy_mean_1","gFy_mean_2","gFz_mean_0","gFz_mean_1","gFz_mean_2","wx_mean_0","wx_mean_1","wx_mean_2","wy_mean_0","wy_mean_1","wy_mean_2","wz_mean_0","wz_mean_1","wz_mean_2","group","label"
1,0.0960268817204301,0.0598595419847328,0.105428448275862,1.05363333333333,1.00416641221374,1.00544310344828,0.105312903225806,0.0344328244274809,0.0484706896551724,-0.186935483870968,-0.073412213740458,-0.258887931034483,-0.215306451612903,0.106512977099237,-0.0468525862068966,0.0128376344086021,-0.0469534351145038,-0.0226715517241379,"G1","L1"
2,0.00976788990825688,0.0169671232876712,0.0408367816091954,0.954597247706422,0.874967123287671,0.885924137931035,-0.0844669724770642,-0.147256164383562,-0.120425287356322,0.0951743119266055,0.0260547945205479,-0.0987471264367816,0.409777981651376,0.684938356164384,0.565159770114943,-0.116666972477064,-0.153257534246575,-0.132427586206897,"G2","L2"
